ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-001500,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Hi there,

Product showed $414 in cart but jumped to $426 at final checkout. I expected the advertised price. 

Regards,",2025-02-22,web,8
TKT-001505,E-Commerce / Retail,delivery,medium,positive,Damaged item in order ORD-5677565,"The item in order ORD-5677565 arrived with a soaked outer box. Product inside is unusable. I have photos.

Regards,",2025-04-16,web,72
TKT-001507,E-Commerce / Retail,delivery,high,negative,Missing items from order ORD-2236434,"Hi there,

I received the box for order ORD-2236434 but only 1 of 5 items were inside. I need this resolved immediately.

Looking forward to your response.",2025-10-29,email,4
TKT-001509,E-Commerce / Retail,account,medium,negative,Account suspended without notification,"Good afternoon,

I can't believe that i logged in to find my account suspended. No email, no warning. I have 18 pending orders. I need this resolved immediately.

Thanks,",2025-03-16,web,96
TKT-001511,E-Commerce / Retail,account,low,negative,Loyalty points dropped to zero after app update,"To whom it may concern,

I had 2637 points. After the app updated on 2026-02-10 they all vanished. ",2025-12-03,mobile,120
TKT-001523,E-Commerce / Retail,delivery,medium,negative,Order ORD-1773986 stuck in transit 10 days,"Dear support team,

I'm really frustrated because order ORD-1773986 has shown 'In Transit' on USPS for 9 days. Last scan: Atlanta hub.

Best,",2025-06-26,chat,24
TKT-001525,E-Commerce / Retail,account,high,positive,Saved payment card disappears after a day,"To whom it may concern,

I've added my Mastercard card 5 times. It vanishes within a day.

Thanks,",2025-12-02,email,4
TKT-001527,E-Commerce / Retail,technical,high,neutral,Gift card balance ignored at checkout,"Dear support team,

I'm really frustrated because my $486 gift card (GC-655338) was not deducted at checkout. I was charged the full amount. I am very frustrated.

Thank you,",2025-07-06,web,8
TKT-001529,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-9271060,"To whom it may concern,

The item in order ORD-9271060 arrived with a soaked outer box. Product inside is unusable. I have photos.

I expect a quick resolution.",2025-11-08,email,1
TKT-001531,E-Commerce / Retail,technical,high,neutral,Product images broken on all pages,"Hello,

All images show broken icons on Chrome v110 on iOS 17. Cleared cache.

I expect a quick resolution.",2026-01-04,email,1
TKT-001536,E-Commerce / Retail,delivery,medium,negative,Order ORD-6005242 not delivered on time,"To whom it may concern,

This is unacceptable — order ORD-6005242 was due 2026-02-10. It is now 6 days late. FedEx tracking 1Z2325865154 shows no updates. This is very urgent.

Looking forward to your response.",2025-12-06,web,72
TKT-001545,E-Commerce / Retail,account,high,positive,Cannot see invoices or download receipts,"'My Invoices' shows a blank page. I need receipts for 10 orders for expenses.

Thank you,",2025-06-20,email,4
TKT-001546,E-Commerce / Retail,delivery,high,neutral,Missing items from order ORD-8599881,"Hi there,

I received the box for order ORD-8599881 but only 1 of 4 items were inside.

Regards,",2025-12-15,mobile,24
TKT-001549,E-Commerce / Retail,account,medium,neutral,Account shows wrong order count,"Hello,

My account summary says I have 20 orders but I've actually placed 75.",2025-03-09,mobile,72
TKT-001551,E-Commerce / Retail,account,medium,neutral,Cannot log in despite correct credentials,"Hello,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 3 devices.",2026-02-08,web,24
TKT-001553,E-Commerce / Retail,billing,medium,negative,Wrong amount charged on order ORD-9416644,Invoice for order ORD-9416644 shows $477 but the product page listed $461. I was overcharged by $16. ,2026-01-07,email,8
TKT-001555,E-Commerce / Retail,account,medium,neutral,Saved payment card disappears after a day,"To whom it may concern,

I've added my Visa card 3 times. It vanishes within a day.

Regards,",2025-05-16,email,48
TKT-001556,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on macOS Sonoma,"Hi,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Thank you,",2025-06-16,web,8
TKT-001561,E-Commerce / Retail,account,medium,neutral,Account shows wrong order count,"To whom it may concern,

My account summary says I have 8 orders but I've actually placed 57.

Please help ASAP.",2025-07-20,web,48
TKT-001563,E-Commerce / Retail,technical,medium,negative,Payment page 504 Gateway Timeout,Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Chrome and mobile.,2025-12-09,mobile,24
TKT-001567,E-Commerce / Retail,delivery,high,neutral,Package ORD-6900429 delivered to someone else,"Delivery photo shows my package left at a different house. My address is clearly on the label.

Regards,",2025-08-29,email,8
TKT-001570,E-Commerce / Retail,technical,medium,negative,Product images broken on all pages,All images show broken icons on Firefox v115 on iOS 17. Cleared cache. This is very urgent.,2025-08-06,web,24
TKT-001575,E-Commerce / Retail,delivery,high,neutral,Missing items from order ORD-4422316,"To whom it may concern,

I received the box for order ORD-4422316 but only 2 of 4 items were inside.

Regards,",2025-11-10,web,2
TKT-001576,E-Commerce / Retail,billing,high,positive,Promo code not applied — order ORD-7818750,"Hello,

I used code WELCOME20 at checkout for order ORD-7818750 but the 7% discount was never deducted. I was charged $380.

Please help ASAP.",2025-06-07,chat,4
TKT-001578,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Hi there,

I'm really frustrated because product showed $76 in cart but jumped to $123 at final checkout. I expected the advertised price. This has been going on for too long.",2025-02-27,chat,2
TKT-001586,E-Commerce / Retail,technical,medium,positive,App crashes at payment on macOS Sonoma,"Hey,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Looking forward to your response.",2025-08-28,web,12
TKT-001589,E-Commerce / Retail,account,medium,neutral,Saved payment card disappears after a day,"Hi there,

I've added my Visa card 4 times. It vanishes within a day.

Regards,",2025-05-27,mobile,8
TKT-001590,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-2663969 never scheduled,"Hi there,

I requested a return pickup for order ORD-2663969 on 2026-02-07 but no one has contacted me to arrange it. 

Looking forward to your response.",2025-04-02,mobile,8
TKT-001592,E-Commerce / Retail,billing,high,negative,Refund for order ORD-3578714 not received after 25 days,"This is unacceptable — i cancelled order ORD-3578714 on 2026-01-23. The $340 refund was promised within 7 business days. Still nothing.

Thank you,",2025-10-19,chat,2
TKT-001593,E-Commerce / Retail,billing,high,negative,Cancelled order ORD-3829594 but still charged,"Hello,

I'm really frustrated because i cancelled order ORD-3829594 within 5 minutes of placing it but was still charged $598.

Thank you,",2025-07-30,mobile,8
TKT-001594,E-Commerce / Retail,technical,low,neutral,Entire order history disappeared after app update,"Good morning,

After updating to v4.2.0 on 2026-02-11, all 46 past orders are gone.

Thanks,",2026-01-21,mobile,48
TKT-001598,E-Commerce / Retail,delivery,high,negative,Paid for express shipping on ORD-3058958 but standard used,"Hey,

I paid $15 for next-day shipping on order ORD-3058958 but it arrived 4 days late. I need this resolved immediately.",2025-06-30,chat,12
TKT-001601,E-Commerce / Retail,billing,medium,neutral,Partial refund for order ORD-2465941 is short,"Good afternoon,

I returned 3 items from order ORD-2465941 worth $534. The refund I got was only $55. I'm owed $479 more.

I expect a quick resolution.",2025-03-12,email,72
TKT-001603,E-Commerce / Retail,technical,low,neutral,Checkout form validation loop — address rejected,"Dear support team,

Checkout keeps saying my address is invalid. I've tried 11 times.

Please help ASAP.",2025-05-01,mobile,168
TKT-001604,E-Commerce / Retail,account,medium,positive,Cannot log in despite correct credentials,I reset my password 10 minutes ago but still get 'Invalid credentials' on 3 devices.,2025-04-14,email,48
TKT-001606,E-Commerce / Retail,delivery,low,negative,Package ORD-7837571 marked delivered but missing,"Hi there,

USPS shows order ORD-7837571 delivered 2026-02-09 but nothing is at my door or with neighbours. Tracking: 1Z6936094034. Please fix this as soon as possible.

Regards,",2026-01-16,mobile,72
TKT-001609,E-Commerce / Retail,technical,high,neutral,Product images broken on all pages,"Hey,

All images show broken icons on Edge v111 on macOS Sonoma. Cleared cache.",2025-07-07,web,24
TKT-001610,E-Commerce / Retail,account,high,positive,Account suspended without notification,"Dear support team,

I logged in to find my account suspended. No email, no warning. I have 21 pending orders.",2025-04-27,email,24
TKT-001613,E-Commerce / Retail,delivery,high,negative,Package ORD-5277515 marked delivered but missing,"This is unacceptable — fedEx shows order ORD-5277515 delivered 2026-02-11 but nothing is at my door or with neighbours. Tracking: 1Z5243824286.

Please help ASAP.",2025-04-21,email,8
TKT-001617,E-Commerce / Retail,account,medium,negative,Saved payment card disappears after a day,"Hey,

This is unacceptable — i've added my Visa card 6 times. It vanishes within a day.",2025-03-04,chat,8
TKT-001618,E-Commerce / Retail,account,medium,neutral,Account suspended without notification,"Hi,

I logged in to find my account suspended. No email, no warning. I have 20 pending orders.

Please help ASAP.",2025-07-28,mobile,12
TKT-001623,E-Commerce / Retail,technical,medium,neutral,Cannot add items to cart — page keeps reloading,"Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Edge on Android 14.

Regards,",2025-05-15,email,48
TKT-001627,E-Commerce / Retail,account,low,neutral,Cannot see invoices or download receipts,"'My Invoices' shows a blank page. I need receipts for 4 orders for expenses.

Please help ASAP.",2025-11-27,web,168
TKT-001628,E-Commerce / Retail,billing,medium,negative,Subscription charge I never authorised,"Good afternoon,

This is unacceptable — a $35/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 6 months. Please fix this as soon as possible.",2025-10-13,email,24
TKT-001631,E-Commerce / Retail,delivery,high,negative,Order ORD-2855074 stuck in transit 14 days,"Dear support team,

Order ORD-2855074 has shown 'In Transit' on FedEx for 15 days. Last scan: Dallas hub. 

Thanks,",2025-07-17,mobile,4
TKT-001632,E-Commerce / Retail,account,high,positive,Email change request never confirmed,"Hello,

I requested an email change on 2026-02-05. The confirmation never arrived.

Thanks,",2025-07-25,email,4
TKT-001633,E-Commerce / Retail,account,medium,neutral,Account suspended without notification,"I logged in to find my account suspended. No email, no warning. I have 28 pending orders.

I expect a quick resolution.",2025-03-05,email,8
TKT-001634,E-Commerce / Retail,billing,high,neutral,Partial refund for order ORD-9322101 is short,"Good morning,

I returned 3 items from order ORD-9322101 worth $106. The refund I got was only $59. I'm owed $47 more.

Please help ASAP.",2025-03-21,web,8
TKT-001636,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,I requested an email change on 2026-02-07. The confirmation never arrived.,2025-05-11,chat,96
TKT-001638,E-Commerce / Retail,account,medium,positive,Email change request never confirmed,"Dear support team,

I requested an email change on 2026-02-08. The confirmation never arrived.

Regards,",2025-08-23,mobile,48
TKT-001646,E-Commerce / Retail,technical,low,neutral,Discount vanishes between cart and checkout,"To whom it may concern,

A 10% discount shows correctly in my cart but disappears at checkout.",2025-04-19,web,168
TKT-001648,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on Windows 11,"The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Thank you,",2026-01-30,mobile,96
TKT-001649,E-Commerce / Retail,technical,medium,neutral,Website logs me out every few minutes,"Hi there,

The site logs me out every 2 minutes even when actively using it. Cookies are enabled.

Best,",2025-06-01,mobile,24
